date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:11:30	42978/42978	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:13%20GMT	https://weconsult.webflow.io/	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/index.html	(from )
18:11:30	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:13%20GMT	https://weconsult.webflow.io/robots.txt		(from )
18:11:32	159784/159784	---M-Z	200	added ('OK')	text/css	etag:%22291b9a50dd19d89bcbe11aa5c68be19c%22	https://assets.website-files.com/64ca211f22062fd3870f5523/css/weconsult.webflow.228fd21b7.css	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca211f22062fd3870f5523/css/weconsult.webflow.228fd21b7.css	(from https://weconsult.webflow.io/)
18:11:33	670/670	---M--	200	added ('OK')	image/png	etag:%2216b2f17df054bbf688451a041ca4bb44%22	https://assets.website-files.com/64ca211f22062fd3870f5523/64cef359bafd7aaafa126e57_32.png	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca211f22062fd3870f5523/64cef359bafd7aaafa126e57_32.png	(from https://weconsult.webflow.io/)
18:11:33	4516/4516	---M--	200	added ('OK')	image/png	etag:%22526d303e411e74e9cadd7519005ae234%22	https://assets.website-files.com/64ca211f22062fd3870f5523/64cef35bb8a6b3413bf1a4e8_256.png	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca211f22062fd3870f5523/64cef35bb8a6b3413bf1a4e8_256.png	(from https://weconsult.webflow.io/)
18:11:33	42252/42252	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:16%20GMT	https://weconsult.webflow.io/homepage/home-a	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/homepage/home-a.html	(from https://weconsult.webflow.io/)
18:11:33	45188/45188	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:16%20GMT	https://weconsult.webflow.io/homepage/home-b	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/homepage/home-b.html	(from https://weconsult.webflow.io/)
18:11:33	23248/23248	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:17%20GMT	https://weconsult.webflow.io/homepage/home-c	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/homepage/home-c.html	(from https://weconsult.webflow.io/)
18:11:34	25854/25854	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:17%20GMT	https://weconsult.webflow.io/about/about-a	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/about/about-a.html	(from https://weconsult.webflow.io/)
18:11:34	39910/39910	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:17%20GMT	https://weconsult.webflow.io/about/about-b	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/about/about-b.html	(from https://weconsult.webflow.io/)
18:11:34	30663/30663	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:18%20GMT	https://weconsult.webflow.io/about/about-c	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/about/about-c.html	(from https://weconsult.webflow.io/)
18:11:35	22374/22374	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:18%20GMT	https://weconsult.webflow.io/contact/contact-a	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/contact/contact-a.html	(from https://weconsult.webflow.io/)
18:11:35	22133/22133	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:18%20GMT	https://weconsult.webflow.io/contact/contact-b	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/contact/contact-b.html	(from https://weconsult.webflow.io/)
18:11:35	24584/24584	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:18%20GMT	https://weconsult.webflow.io/contact/contact-c	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/contact/contact-c.html	(from https://weconsult.webflow.io/)
18:11:36	23535/23535	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:19%20GMT	https://weconsult.webflow.io/case-studies	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/case-studies.html	(from https://weconsult.webflow.io/)
18:11:36	17176/17176	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:19%20GMT	https://weconsult.webflow.io/blog	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog.html	(from https://weconsult.webflow.io/)
18:11:36	22800/22800	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:19%20GMT	https://weconsult.webflow.io/careers	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers.html	(from https://weconsult.webflow.io/)
18:11:36	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:20%20GMT	https://weconsult.webflow.io/pricing	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/pricing	(from https://weconsult.webflow.io/)
18:11:37	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:20%20GMT	https://weconsult.webflow.io/legal	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/legal	(from https://weconsult.webflow.io/)
18:11:37	17538/17538	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:20%20GMT	https://weconsult.webflow.io/template/style-guide	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/template/style-guide.html	(from https://weconsult.webflow.io/)
18:11:38	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:21%20GMT	https://weconsult.webflow.io/template/licenses	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/template/licenses	(from https://weconsult.webflow.io/)
18:11:38	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:21%20GMT	https://weconsult.webflow.io/template/start-here	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/template/start-here	(from https://weconsult.webflow.io/)
18:11:38	11823/11823	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:22%20GMT	https://weconsult.webflow.io/template/changelog	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/template/changelog.html	(from https://weconsult.webflow.io/)
18:11:39	23218/23218	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:22%20GMT	https://weconsult.webflow.io/case-studies/consulting-nestle-on-their-online-advertising	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/case-studies/consulting-nestle-on-their-online-advertising.html	(from https://weconsult.webflow.io/)
18:11:39	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:22%20GMT	https://weconsult.webflow.io/blog/color-in-your-brand-identity	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/color-in-your-brand-identity	(from https://weconsult.webflow.io/)
18:11:40	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:23%20GMT	https://weconsult.webflow.io/careers/project-manager	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers/project-manager	(from https://weconsult.webflow.io/)
18:11:40	38809/38809	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:23%20GMT	https://weconsult.webflow.io/product/ux-design-consulting	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/product/ux-design-consulting.html	(from https://weconsult.webflow.io/)
18:11:40	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:23%20GMT	https://weconsult.webflow.io/404	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/404	(from https://weconsult.webflow.io/)
18:11:41	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:24%20GMT	https://weconsult.webflow.io/401	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/401	(from https://weconsult.webflow.io/)
18:11:41	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:24%20GMT	https://weconsult.webflow.io/search	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/search	(from https://weconsult.webflow.io/)
18:11:41	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=64ca211f22062fd3870f5523	C:/Users/gurub/OneDrive/Desktop/random/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c89d2b.js	(from https://weconsult.webflow.io/)
18:11:48	1129468/1129468	---M-Z	200	added ('OK')	text/javascript	etag:%22a3a21ac4970e48d7eaaf0dfc92e67785%22	https://assets.website-files.com/64ca211f22062fd3870f5523/js/webflow.b453d442d.js	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca211f22062fd3870f5523/js/webflow.b453d442d.js	(from https://weconsult.webflow.io/)
18:11:49	23276/23276	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:32%20GMT	https://weconsult.webflow.io/case-studies/growing-pepsico-online-sales-though-online-marketing	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/case-studies/growing-pepsico-online-sales-though-online-marketing.html	(from https://weconsult.webflow.io/homepage/home-a)
18:11:49	23265/23265	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:32%20GMT	https://weconsult.webflow.io/case-studies/how-i-improved-deliveroo-onboarding-experience	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/case-studies/how-i-improved-deliveroo-onboarding-experience.html	(from https://weconsult.webflow.io/homepage/home-a)
18:11:49	832442/832442	---M--	200	added ('OK')	image/jpeg	etag:%22d6d14228b49218c63a74020a7309628d%22	https://assets.website-files.com/64ca211f22062fd3870f5523/64cafa4fbe10e70a88e969e1_Slider%20One.jpg	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca211f22062fd3870f5523/64cafa4fbe10e70a88e969e1_Slider%20One.jpg	(from https://weconsult.webflow.io/homepage/home-a)
18:11:49	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:33%20GMT	https://weconsult.webflow.io/case-studies/helping-the-morning-show-to-come-up-with-branding	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/case-studies/helping-the-morning-show-to-come-up-with-branding	(from https://weconsult.webflow.io/homepage/home-a)
18:11:50	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:33%20GMT	https://weconsult.webflow.io/homepage/%22https://assets.website-files.com/64bb42abdc15a767d7d13b49/64bdbb637424858fa6698b2f_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.jpg%22	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/homepage/_https_/assets.website-files.com/64bb42abdc15a767d7d13b49/64bdbb637424858fa6698b2f_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.jpg_	(from https://weconsult.webflow.io/homepage/home-b)
18:11:50	47449/47449	---M--	200	added ('OK')	image/jpeg	etag:%2287434852e9ea73272c67066f4d962436%22	https://assets.website-files.com/64ca211f22062fd3870f5523/64cb0d1ed4f6301b86c52720_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.jpg	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca211f22062fd3870f5523/64cb0d1ed4f6301b86c52720_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.jpg	(from https://weconsult.webflow.io/homepage/home-b)
18:11:50	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:33%20GMT	https://weconsult.webflow.io/blog/cohesive-brand-identity	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/cohesive-brand-identity	(from https://weconsult.webflow.io/homepage/home-b)
18:11:50	171806/171806	---M--	200	added ('OK')	image/jpeg	etag:%229f07f31436c1e5e925faed405912aee0%22	https://assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2340609bf789e8fb48e7_64bb455a40139f5a579f821b_646342b4e7aab6e3325d8d80_Blog%2525202-min.jpeg	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2340609bf789e8fb48e7_64bb455a40139f5a579f821b_646342b4e7aab6e3325d8d80_Blog%25202-min.jpg	(from https://weconsult.webflow.io/homepage/home-b)
18:11:51	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:34%20GMT	https://weconsult.webflow.io/blog/typography-in-your-designs	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/typography-in-your-designs	(from https://weconsult.webflow.io/homepage/home-b)
18:11:51	232889/232889	---M--	200	added ('OK')	image/jpeg	etag:%229aee776d1a9634f5d2d319651fe1343a%22	https://assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2340614122bec1f0ca25_64bb455acff74b8dc45f2537_646342b4e7aab6e3325d8db2_Blog%2525201-min.jpeg	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2340614122bec1f0ca25_64bb455acff74b8dc45f2537_646342b4e7aab6e3325d8db2_Blog%25201-min.jpg	(from https://weconsult.webflow.io/homepage/home-b)
18:11:51	17655/17655	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:34%20GMT	https://weconsult.webflow.io/blog/illustrations-in-graphic-design	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/illustrations-in-graphic-design.html	(from https://weconsult.webflow.io/homepage/home-b)
18:11:52	551048/551048	---M--	200	added ('OK')	image/jpeg	etag:%224e8c38cce47a4c0a071fc5d2aa118fd4%22	https://assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2340a567661c3b1bf240_64bb455ae17c11a72e420edd_646342b4e7aab6e3325d8e53_Blog%2525206-min.jpeg	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2340a567661c3b1bf240_64bb455ae17c11a72e420edd_646342b4e7aab6e3325d8e53_Blog%25206-min.jpg	(from https://weconsult.webflow.io/homepage/home-b)
18:11:52	1375787/1375787	---M--	200	added ('OK')	image/jpeg	etag:%225a3787e4ef94b86dd0bfcb80b35d9b6e%22	https://assets.website-files.com/64ca211f22062fd3870f5523/64cb00776b542a2d3a81b61a_contactone.jpg	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca211f22062fd3870f5523/64cb00776b542a2d3a81b61a_contactone.jpg	(from https://weconsult.webflow.io/homepage/home-a)
18:11:52	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:35%20GMT	https://weconsult.webflow.io/about/%22https://assets.website-files.com/64bb42abdc15a767d7d13b49/64bdbb637424858fa6698b2f_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.jpg%22	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/about/_https_/assets.website-files.com/64bb42abdc15a767d7d13b49/64bdbb637424858fa6698b2f_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.jpg_	(from https://weconsult.webflow.io/about/about-b)
